"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://longwang.ru/vakansii-long-wang-llc/","121","25","4,840","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/konsolidacziya-eksporta/","0,874","22","0,853","","","","ru-RU","2dced29aa3ad8db3ffdf2f2add93c6","Indexable",""
"https://longwang.ru/contact/","72","22","3,273","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/","0,815","7","0,829","","","","ru-RU","8f368e33fa825be4eb94d729673f509a","Indexable",""
"https://longwang.ru/processing-personal-data/","301","53","5,679","100,000","Very Easy","","0","https://longwang.ru/useful-articles/worlds-brend-equipment/","0,872","113","0,897","","","","ru-RU","ab834de996d4daf51a5b7227f991de7e","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/jeleznodorojnaya-dostavka-iz-kitaya/","411","87","4,724","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/","0,896","103","0,892","","","","ru-RU","a22bab4aff7a1c8a95cc89cd5a8feaa1","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","670","128","5,234","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,940","139","0,937","","","","ru-RU","be2cf1ef933e679850ed3ad06161c622","Indexable",""
"https://longwang.ru/dokumenty/","62","9","6,889","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/equipment-from-china/","0,852","62","0,868","","","","ru-RU","1673200fafe6f54d4f63f8e22c1885c0","Indexable",""
"https://longwang.ru/projects/oborudovanie-v-lizing-po-lgotnoj-stavke/","383","62","6,177","100,000","Very Easy","","0","https://longwang.ru/useful-articles/worlds-brend-equipment/","0,934","127","0,927","","","","ru-RU","adbc2e139e1a7be9f087ed8e4f2ca00d","Indexable",""
"https://longwang.ru/supplies-services-china/proverka-postavshhika-v-kitae/","1494","248","6,024","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,942","135","0,935","","","","ru-RU","5ef321e70c6d1686592589e58ce6f907","Indexable",""
"https://longwang.ru/projects/","77","16","4,812","100,000","Very Easy","","0","https://longwang.ru/projects/ozon-supply-china/","0,898","19","0,843","","","","ru-RU","5ac786afaf6a2e5b7516ce2ce2809cb7","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/","865","150","5,767","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/","0,937","126","0,927","","","","ru-RU","294a105accf81d863a0a8de7c0c0c734","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/","944","171","5,520","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,940","132","0,933","","","","ru-RU","283aa5b063913223a6228b35715bf776","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/sea-shipping-china/","763","135","5,652","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/freight-road-transportation/","0,921","117","0,917","","","","ru-RU","ee61d427c3b7cd10770ea95537599a3e","Indexable",""
"https://longwang.ru/projects/steel-pipes-oil-mashinery/","617","96","6,427","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/","0,886","112","0,905","","","","ru-RU","7e7833ffd5f13f5f37e2fe7e5db44c2e","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/","496","87","5,701","100,000","Very Easy","","0","https://longwang.ru/","0,944","139","0,928","","","","ru-RU","9f0dc70cf94751ad9687f5b3c911da95","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/ved-s-kitaem/","1161","184","6,310","100,000","Very Easy","","0","https://longwang.ru/useful-articles/incorrect-import-calculation/","0,928","132","0,923","","","","ru-RU","dff69624c98c8a09aade2ff726498fc9","Indexable",""
"https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","361","59","6,119","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,911","146","0,942","","","","ru-RU","f46da968f045d3fbb0cb10da835e414e","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","526","116","4,534","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,940","152","0,950","","","","ru-RU","564db0f6d5fa30eb54ab25c77af70380","Indexable",""
"https://longwang.ru/projects/import-fittings-china/","492","90","5,467","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/otkryt-kompaniyu-v-kitae/","0,937","121","0,925","","","","ru-RU","1b4c6319d4095d4f1bb2227c85bde4c9","Indexable",""
"https://longwang.ru/projects/kompressornoe-oborudovanie-v-kratchajshie-sroki/","214","34","6,294","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/caterpillar-spare-parts/","0,893","40","0,861","","","","ru-RU","a18f857cc9651fd48e242a28e53c5f6c","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/","431","84","5,131","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/","0,920","133","0,920","","","","ru-RU","4c14d84d081ff48852ed6a91f7e83728","Indexable",""
"https://longwang.ru/supplies-services-china/tovary-optom-dlia-marketpleisa/","864","168","5,143","100,000","Very Easy","","0","https://longwang.ru/projects/sbornye-postavki-dlya-melkogo-opta/","0,946","126","0,914","","","","ru-RU","46dab7b884cdc60a52d79ec362d764b9","Indexable",""
"https://longwang.ru/o-nas/","511","119","4,294","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/predstavitel-v-kitae/","0,879","44","0,866","","","","ru-RU","111997677ac0df36fd9f653f8f56864b","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/freight-road-transportation/","811","143","5,671","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/sea-shipping-china/","0,921","128","0,919","","","","ru-RU","1ac4e2dba1cf54b0787001f5af2ddd4e","Indexable",""
"https://longwang.ru/supplies-services-china/equipment-from-china/","1416","254","5,575","100,000","Very Easy","","0","https://longwang.ru/useful-articles/purchases-without-intermediaries/","0,936","139","0,948","","","","ru-RU","c2eb1adc44af0c4e23dde4c1f809e78b","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/predstavitel-v-kitae/","365","81","4,506","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/konsolidacziya-eksporta/","0,956","135","0,920","","","","ru-RU","875504b79f4b626c72e63bdee6f3f264","Indexable",""
"https://longwang.ru/supplies-services-china/","992","189","5,249","100,000","Very Easy","","0","https://longwang.ru/useful-articles/poleznye-sovety-dlya-uspeshnoj-dostavki-iz-kitaya/","0,941","131","0,937","","","","ru-RU","d3a8cf8a53163e51597f2cd9914ee7bd","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/finansirovanie-importa-iz-kitaia/","525","108","4,861","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/","0,920","132","0,926","","","","ru-RU","dc4e9113a4835a186d8554a03986d93","Indexable",""
"https://longwang.ru/projects/tranzitnyj-eksport-dlya-slozhnyh-setevyh-i-servernyh-reshenij/","245","46","5,326","100,000","Very Easy","","0","https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","0,882","136","0,915","","","","ru-RU","6cae66de5eaafeb9d4539b51bb8270bc","Indexable",""
"https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","295","50","5,900","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/smc-product-supplies/","0,889","91","0,888","","","","ru-RU","88b47596e977a197398130269706f4a4","Indexable",""
"https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/","938","188","4,989","100,000","Very Easy","","0","https://longwang.ru/useful-articles/laboratory-thermo-equipment/","0,938","113","0,910","","","","ru-RU","4ac7ff71573bbf016eef0255c5f095b","Indexable",""
"https://longwang.ru/useful-articles/tovary-iz-kitaya-dlya-marketplejsov/","824","169","4,876","100,000","Very Easy","","0","https://longwang.ru/projects/ozon-supply-china/","0,952","93","0,895","","","","ru-RU","5c6ae51e2e7fd3f826c849df7c43d169","Indexable",""
"https://longwang.ru/useful-articles/how-much-shipping-cost/","682","131","5,206","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/","0,925","115","0,907","","","","ru-RU","866989ca9643422bc6d9393602855e86","Indexable",""
"https://longwang.ru/useful-articles/konsolidacziya-sbornyh-gruzov-iz-kitaya/","669","100","6,690","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-sheremetevo/","0,929","114","0,911","","","","ru-RU","7f13983b65b4f1d2f96c38ba1f1eb496","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/endresshauser-supply-russia/","689","133","5,180","100,000","Very Easy","87","4","https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","0,797","0","0,832","","","","ru-RU","512a23bd0dc1b0b393a2288c0dea1eaa","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/","305","72","4,236","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,886","121","0,903","","","","ru-RU","f7b62dec5f203c9da394c01f5b40648","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/omron-product-supplies/","472","111","4,252","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,883","110","0,895","","","","ru-RU","2676f512db84a687d366f115e3393287","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/gemu-epuipment-order/","1542","265","5,819","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/","0,815","5","0,838","","","","ru-RU","344784e9bca050edf9734d37c858dd51","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/brevini-motion-systems-product-supplies/","987","190","5,195","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/equipment-from-china/","0,855","50","0,852","","","","ru-RU","87f7d3303c5f58012b6d708deee451a1","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/kubler-equipment/","601","138","4,355","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,792","0","0,810","","","","ru-RU","c80c0fda50350be9fb150f93d136f3f2","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/general-electric-product-supplies/","457","100","4,570","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","0,837","30","0,863","","","","ru-RU","5b64b7478aa578605af5ea101d60cfe8","Indexable",""
"https://longwang.ru/wp-content/uploads/2025/05/final-test-steel-pipes.pdf","0","","","","","","","","","","","","","","","","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/abb-product-supplies/","684","127","5,386","100,000","Very Easy","97","4","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,857","32","0,863","","","","ru-RU","8898c1c54699c26af756027f33862388","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/atlas-copco-product-supplies/","1298","219","5,927","100,000","Very Easy","","0","https://longwang.ru/useful-articles/atlas-copco-innovations/","0,925","2","0,826","","","","ru-RU","b100d31696ab4ff3376b8c4d5c269e46","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-masimo-products/","921","166","5,548","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,853","89","0,884","","","","ru-RU","3ed8e37e61a716e9f2a8344f11539786","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","899","177","5,079","100,000","Very Easy","","0","https://longwang.ru/","0,813","2","0,840","","","","ru-RU","df4e098253a24114cc59495a02063f34","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/megger-product-supplies/","1323","230","5,752","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","0,783","0","0,768","","","","ru-RU","5489057b1a83fb1cf00f6942bae36045","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/telco-product-supply/","988","179","5,520","100,000","Very Easy","","0","https://longwang.ru/useful-articles/incorrect-labeling/","0,793","0","0,834","","","","ru-RU","d34343d4942962a20b7df1f6dbd2e7","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/mattei-rotors-compressors/","1262","249","5,068","100,000","Very Easy","","0","https://longwang.ru/","0,788","0","0,813","","","","ru-RU","914ef0bf8f79d3741cccf575b1bd5054","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-ifm-electronic/","966","194","4,979","100,000","Very Easy","","0","https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/","0,824","13","0,855","","","","ru-RU","a117cb513bd77a8d7ea0799370f3c16f","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","448","102","4,392","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,850","39","0,869","","","","ru-RU","a02050d928bb578351fb003ebf1d1de5","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/fronius-equipment-supply/","1377","232","5,935","100,000","Very Easy","","0","https://longwang.ru/","0,779","0","0,815","","","","ru-RU","15c2016b8c5f832d3bed43f43f60e703","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/caterpillar-spare-parts/","429","91","4,714","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/caterpillar-postavki-2022/","0,912","3","0,813","","","","ru-RU","3c75a965d2563c5dff2317ca13510aad","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/flender-siemens-equipment/","1353","246","5,500","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","0,781","0","0,812","","","","ru-RU","3ad84457d3ba9cdc479e5a79fd266bb5","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/smc-product-supplies/","740","135","5,481","100,000","Very Easy","","0","https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","0,889","11","0,847","","","","ru-RU","111df48d91d9d7b50b6f87463694f89d","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","498","133","3,744","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,878","110","0,894","","","","ru-RU","20e12c25581e6b4c63ee0c7112edc1f9","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/airtac-supple-china/","511","101","5,059","100,000","Very Easy","","0","https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","0,835","35","0,864","","","","ru-RU","d230d0194dbdeff2f6f7b1027420bf38","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/volvo-penta-product-supplies/","455","97","4,691","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/","0,862","67","0,880","","","","ru-RU","876a6f10ed095a188bb9cd27b08dfd5a","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/xinyak-product-supplies/","526","108","4,870","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","0,867","101","0,891","","","","ru-RU","a705015687c60084f71290dab01352f1","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/schneider-electric-supply/","692","129","5,364","100,000","Very Easy","97","3","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,811","2","0,840","","","","ru-RU","95412b90fcf772c14479e7edc2e83018","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/eaton-supply-china/","732","134","5,463","100,000","Very Easy","85","3","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,866","63","0,875","","","","ru-RU","fbd5e5bed284711690131eb19207158c","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/danfoss-product-supplies/","513","103","4,981","100,000","Very Easy","","0","https://longwang.ru/useful-articles/postavki-danfoss/","0,955","24","0,863","","","","ru-RU","9a93e81e6b779ba368e4ecaa47d6005b","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/wilo-product-supplies/","490","100","4,900","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/","0,871","91","0,886","","","","ru-RU","ea5abe134cbb75868a34d35554522cd3","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/hydac-equipment-buy/","1163","202","5,757","100,000","Very Easy","","0","https://longwang.ru/useful-articles/product-samples/","0,800","0","0,840","","","","ru-RU","550a7176e43281e3ae2d50c8582746f8","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/pilz-equipment/","663","158","4,196","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,832","11","0,857","","","","ru-RU","c3c969da1f8fa743b93c6e75f708da83","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/cummins-product-supplies/","472","102","4,627","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,867","101","0,889","","","","ru-RU","cbb810e002effe039a5ba8b5cf4cf77b","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baluff-sensors/","680","130","5,231","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/","0,832","9","0,837","","","","ru-RU","bfc4693a3f1ba286128176a6cbce353a","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/duplomatic-products-supply/","1209","223","5,422","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,774","0","0,802","","","","ru-RU","1fda39355531a3d893630bef9d9a840b","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/honeywell-supply/","783","144","5,438","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,802","1","0,826","","","","ru-RU","e97511ac98ffb2be81cd501882f39b61","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/curtis-instruments-product-supplies/","535","115","4,652","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","0,780","0","0,769","","","","ru-RU","6634623b91882290dea62ec0a9144501","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/","432","100","4,320","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,875","67","0,879","","","","ru-RU","9fb9f728c2613dc870caaf47ea74aedd","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baumer-sensors-order/","1013","222","4,563","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","0,803","1","0,807","","","","ru-RU","1777b7e32e5bd4b25fda7ff41267f8f0","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/lenze-supply-russia/","702","131","5,359","100,000","Very Easy","87","4","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,827","23","0,852","","","","ru-RU","969d44eeddee84acfd9ede63e0bdfbba","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/turck-product-supplies/","924","167","5,533","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,822","4","0,839","","","","ru-RU","2a56913114d89aa90da5b2cecca99953","Indexable",""
"https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/","1366","223","6,126","100,000","Very Easy","","0","https://longwang.ru/useful-articles/aviadostavka-gruzov-iz-kitaya/","0,927","134","0,938","","","","ru-RU","9abf69525b875f598fb707a74089c1f9","Indexable",""
"https://longwang.ru/useful-articles/purchase-of-construction-equipment/","1693","317","5,341","100,000","Very Easy","","0","https://longwang.ru/useful-articles/popular-products-china/","0,948","151","0,946","","","","ru-RU","15d8a5b5e1ba5607553fe79fa36892b9","Indexable",""
"https://longwang.ru/useful-articles/cargo-dostavka-iz-kitaya-v-rossiyu/","1269","225","5,640","100,000","Very Easy","","0","https://longwang.ru/useful-articles/popular-products-china/","0,949","127","0,917","","","","ru-RU","1a5181f54d768190a5d9a2167e31af1e","Indexable",""
"https://longwang.ru/useful-articles/industrial-thermo-guide/","1753","291","6,024","100,000","Very Easy","","0","https://longwang.ru/useful-articles/","0,928","125","0,927","","","","ru-RU","851a71ce3ac8215335cbbf618035ee25","Indexable",""
"https://longwang.ru/international/keetay-nasheemee-partnyeramee/","647","108","5,991","100,000","Very Easy","","0","https://longwang.ru/international/","0,966","115","0,912","","","","ru-RU","5fc1255f5e16237d1c9b7efe0f70310f","Indexable",""
"https://longwang.ru/useful-articles/find-chinese-supplier/","1942","309","6,285","100,000","Very Easy","","0","https://longwang.ru/useful-articles/torgovye-ploshadki-kitaya/","0,923","139","0,920","","","","ru-RU","9915c2eced662f338adbdf9e62f0b88a","Indexable",""
"https://longwang.ru/useful-articles/","782","176","4,443","100,000","Very Easy","","0","https://longwang.ru/useful-articles/industrial-thermo-guide/","0,928","143","0,944","","","","ru-RU","a98343d1c20703e1b61ff4cba0bf9ba5","Indexable",""
"https://longwang.ru/novosti-is-kitaya/spros-na-kitajskie-brendy-televizorov/","849","142","5,979","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/","0,872","34","0,860","","","","ru-RU","5aacdf8979fef0b315aa95a960948550","Indexable",""
"https://longwang.ru/useful-articles/laboratory-thermo-equipment/","1260","223","5,650","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/","0,938","123","0,922","","","","ru-RU","ed92b649c0da075ee5a6d315f1f55571","Indexable",""
"https://longwang.ru/posledniye-novosti-iz-kitaya/page/2/","779","172","4,529","100,000","Very Easy","","0","","","","","","","","ru-RU","1ec15acf58a9b5accc9c53b7695c7993","Indexable",""
