"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/","944","171","5,520","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,940","133","0,933","","","","ru-RU","7dc661a5917d04fce4a37551fa12fc9b","Indexable",""
"https://longwang.ru/projects/steel-pipes-oil-mashinery/","617","96","6,427","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/","0,886","114","0,905","","","","ru-RU","d5777e6baf6b83886040ad2533a14887","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/","496","87","5,701","100,000","Very Easy","","0","https://longwang.ru/","0,944","140","0,928","","","","ru-RU","8b032a3b89fa5ad1cf636fd9f1175286","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/ved-s-kitaem/","1161","184","6,310","100,000","Very Easy","","0","https://longwang.ru/useful-articles/incorrect-import-calculation/","0,928","133","0,923","","","","ru-RU","e62ad20b4a6df3dce4b764b4ab38ef13","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","526","116","4,534","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,940","152","0,950","","","","ru-RU","f77b7b1650e1b7e710d9010352a035c3","Indexable",""
"https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","361","59","6,119","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,911","146","0,941","","","","ru-RU","6f70f67790c7748523cced8f24fe62eb","Indexable",""
"https://longwang.ru/projects/import-fittings-china/","492","90","5,467","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/otkryt-kompaniyu-v-kitae/","0,937","122","0,925","","","","ru-RU","8fcfb76e0e3c890422c31b89a6d5f24","Indexable",""
"https://longwang.ru/projects/kompressornoe-oborudovanie-v-kratchajshie-sroki/","214","34","6,294","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/caterpillar-spare-parts/","0,893","42","0,861","","","","ru-RU","cfecb54d6d6a31a2d635fd0f207b6d30","Indexable",""
"https://longwang.ru/supplies-services-china/tovary-optom-dlia-marketpleisa/","864","168","5,143","100,000","Very Easy","","0","https://longwang.ru/projects/sbornye-postavki-dlya-melkogo-opta/","0,946","127","0,914","","","","ru-RU","42520ee8104e1100de60c99507846533","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/","431","84","5,131","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/","0,920","134","0,920","","","","ru-RU","89165b4fe005e8fc1af3bc24fc1b55f9","Indexable",""
"https://longwang.ru/o-nas/","511","119","4,294","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/predstavitel-v-kitae/","0,879","45","0,866","","","","ru-RU","5e50584b07bb30c735d296a89ad9b47b","Indexable",""
"https://longwang.ru/supplies-services-china/dostavka-is-kitaya/freight-road-transportation/","811","143","5,671","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/sea-shipping-china/","0,921","130","0,919","","","","ru-RU","ba2f21ad634bba07d08e782a42306bcc","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/predstavitel-v-kitae/","365","81","4,506","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/konsolidacziya-eksporta/","0,956","136","0,919","","","","ru-RU","66f852194ddd5f5037dae6e4ab87f8be","Indexable",""
"https://longwang.ru/supplies-services-china/equipment-from-china/","1416","254","5,575","100,000","Very Easy","","0","https://longwang.ru/useful-articles/purchases-without-intermediaries/","0,936","139","0,948","","","","ru-RU","c91bc60bead67ac2c943eacd466ae12c","Indexable",""
"https://longwang.ru/supplies-services-china/","992","189","5,249","100,000","Very Easy","","0","https://longwang.ru/useful-articles/poleznye-sovety-dlya-uspeshnoj-dostavki-iz-kitaya/","0,941","132","0,936","","","","ru-RU","6ece12dc1528ddae4b03b3c934d93338","Indexable",""
"https://longwang.ru/supplies-services-china/autsorsing-ved/finansirovanie-importa-iz-kitaia/","525","108","4,861","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/","0,920","133","0,926","","","","ru-RU","9ce2413bcd32074cbcf2dde276348cfe","Indexable",""
"https://longwang.ru/projects/tranzitnyj-eksport-dlya-slozhnyh-setevyh-i-servernyh-reshenij/","245","46","5,326","100,000","Very Easy","","0","https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","0,882","136","0,915","","","","ru-RU","58145500a9857e4603ba4433b677e964","Indexable",""
"https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","295","50","5,900","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/smc-product-supplies/","0,889","92","0,888","","","","ru-RU","c99edc9f175010528232d5ddd720a98d","Indexable",""
"https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/","938","188","4,989","100,000","Very Easy","","0","https://longwang.ru/useful-articles/laboratory-thermo-equipment/","0,938","115","0,910","","","","ru-RU","6b961efc58295376e831e463c66e788a","Indexable",""
"https://longwang.ru/useful-articles/tovary-iz-kitaya-dlya-marketplejsov/","824","169","4,876","100,000","Very Easy","","0","https://longwang.ru/projects/ozon-supply-china/","0,952","95","0,895","","","","ru-RU","83590dc8494a3c99a003a170eba993f0","Indexable",""
"https://longwang.ru/useful-articles/how-much-shipping-cost/","682","131","5,206","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/","0,925","116","0,907","","","","ru-RU","47dc530fff42708188278c6d348c69dc","Indexable",""
"https://longwang.ru/useful-articles/konsolidacziya-sbornyh-gruzov-iz-kitaya/","669","100","6,690","100,000","Very Easy","","0","https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-sheremetevo/","0,929","115","0,911","","","","ru-RU","a2c26e2fb6652efd91f5a5b033348f4d","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/endresshauser-supply-russia/","689","133","5,180","100,000","Very Easy","87","4","https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","0,797","0","0,832","","","","ru-RU","65019e7416c85172b381e2b88195e018","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/","305","72","4,236","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,886","122","0,903","","","","ru-RU","a24e0cdc72aad1dcf79c3af80c226acd","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/omron-product-supplies/","472","111","4,252","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,883","111","0,895","","","","ru-RU","a80f2e7fa0f12162ff108fb061663896","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/brevini-motion-systems-product-supplies/","987","190","5,195","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/equipment-from-china/","0,855","50","0,852","","","","ru-RU","781ce0f2d1bb04c006ee8ff6651c0445","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/kubler-equipment/","601","138","4,355","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,792","0","0,810","","","","ru-RU","a389100fc15bdbce57a8dd41c45279e2","Indexable",""
"https://longwang.ru/wp-content/uploads/2025/05/final-test-steel-pipes.pdf","0","","","","","","","","","","","","","","","","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/general-electric-product-supplies/","457","100","4,570","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","0,837","31","0,863","","","","ru-RU","b3d4fb7c88732ff5f596df2ad3a3a263","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/abb-product-supplies/","684","127","5,386","100,000","Very Easy","97","4","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,857","32","0,862","","","","ru-RU","e1404b95b230b0ea03bff45e389b977e","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/atlas-copco-product-supplies/","1298","219","5,927","100,000","Very Easy","","0","https://longwang.ru/useful-articles/atlas-copco-innovations/","0,925","2","0,826","","","","ru-RU","310645716c1bc1c20b851084bf1b997f","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/megger-product-supplies/","1323","230","5,752","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","0,783","0","0,768","","","","ru-RU","47d27459b6eaa644553241194e67a198","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-masimo-products/","921","166","5,548","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,853","90","0,883","","","","ru-RU","a5bc70f6d5a80ed143ef48af139c8084","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","899","177","5,079","100,000","Very Easy","","0","https://longwang.ru/","0,813","2","0,840","","","","ru-RU","f474480f8af4d6ccd08b3436dcab2e74","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-ifm-electronic/","966","194","4,979","100,000","Very Easy","","0","https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/","0,824","12","0,854","","","","ru-RU","f0fe77a52c608bb21fb140ae70236e15","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/telco-product-supply/","988","179","5,520","100,000","Very Easy","","0","https://longwang.ru/useful-articles/incorrect-labeling/","0,793","0","0,833","","","","ru-RU","1021a70e8eff20c2911203daa94cddcc","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/mattei-rotors-compressors/","1262","249","5,068","100,000","Very Easy","","0","https://longwang.ru/","0,788","0","0,813","","","","ru-RU","86273446b1d9b65973a0bf287e52b082","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","448","102","4,392","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,850","38","0,869","","","","ru-RU","8095f21ff824aa7ee7b2e638c75ff94","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/caterpillar-spare-parts/","429","91","4,714","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/caterpillar-postavki-2022/","0,912","3","0,813","","","","ru-RU","75b8e5adbbd4bb91c4927327bfe7ec1c","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/volvo-penta-product-supplies/","455","97","4,691","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/","0,862","68","0,880","","","","ru-RU","408cce995372c0bf3e927aeccb14d0dc","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","498","133","3,744","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,878","110","0,894","","","","ru-RU","27efae7449028a3263a90b0f521986c8","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/fronius-equipment-supply/","1377","232","5,935","100,000","Very Easy","","0","https://longwang.ru/","0,779","0","0,815","","","","ru-RU","bd075f595c548bf022b171266586ad0","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/smc-product-supplies/","740","135","5,481","100,000","Very Easy","","0","https://longwang.ru/projects/effektivnye-peregovory-i-poisk-postavshhika-promyshlennogo-oborudovaniya-v-kitae/","0,889","11","0,846","","","","ru-RU","16bc411ab9a59ce228800a09269a6254","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/flender-siemens-equipment/","1353","246","5,500","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","0,781","0","0,812","","","","ru-RU","c6574a61d1a950f8ba5d03ebcee4687a","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/airtac-supple-china/","511","101","5,059","100,000","Very Easy","","0","https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/","0,835","38","0,864","","","","ru-RU","3e6e0d8adb7df3f0840fdc5dc7303f72","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/xinyak-product-supplies/","526","108","4,870","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/","0,867","101","0,891","","","","ru-RU","876694fe78ab4e9b1822328cc25f7dd2","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/schneider-electric-supply/","692","129","5,364","100,000","Very Easy","97","3","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,811","2","0,840","","","","ru-RU","c55cac937d337d0eb2597be7e719a124","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/eaton-supply-china/","732","134","5,463","100,000","Very Easy","85","3","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,866","63","0,875","","","","ru-RU","269a758db9a41a45c4e9bdef92afc620","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/danfoss-product-supplies/","513","103","4,981","100,000","Very Easy","","0","https://longwang.ru/useful-articles/postavki-danfoss/","0,955","24","0,863","","","","ru-RU","7cbb0c32c60bed1335edf8b87596b5c5","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/hydac-equipment-buy/","1163","202","5,757","100,000","Very Easy","","0","https://longwang.ru/useful-articles/product-samples/","0,800","0","0,840","","","","ru-RU","a77719291d40035dd968a891323cb8ed","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/pilz-equipment/","663","158","4,196","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,832","11","0,857","","","","ru-RU","83afba3729b5becf3e640d86253c20e2","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/wilo-product-supplies/","490","100","4,900","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/","0,871","93","0,886","","","","ru-RU","37729c284f54015eb35c39e07c2e7e66","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/cummins-product-supplies/","472","102","4,627","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,867","103","0,889","","","","ru-RU","99bca57f914cc57b13c89f275ae28f70","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/honeywell-supply/","783","144","5,438","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,802","1","0,826","","","","ru-RU","9146c43957c3fa19564801ed8aa4b0","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/duplomatic-products-supply/","1209","223","5,422","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/","0,774","0","0,802","","","","ru-RU","ac9f6d4f9018045ad638bf78aef22bf1","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/curtis-instruments-product-supplies/","535","115","4,652","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/","0,780","0","0,769","","","","ru-RU","afd9ad1945d72c9114c44cde544569e6","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baluff-sensors/","680","130","5,231","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/","0,832","9","0,837","","","","ru-RU","f12f0f8c177f3eadf66f49b970c6ae8","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baumer-sensors-order/","1013","222","4,563","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/","0,803","1","0,807","","","","ru-RU","9ed4b8eb9534c4aaa81d48892f72ff49","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/","432","100","4,320","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,875","69","0,879","","","","ru-RU","ba68162838995684ec292df8a6f88cd3","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/lenze-supply-russia/","702","131","5,359","100,000","Very Easy","87","4","https://longwang.ru/supplies-services-china/dostavka-is-kitaya/","0,827","23","0,852","","","","ru-RU","f32490c802592e1e2891d0a98142efa3","Indexable",""
"https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/turck-product-supplies/","924","167","5,533","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/goods-check-china/","0,822","4","0,839","","","","ru-RU","8b6a522ee0f729b9b3eb58f8e957674b","Indexable",""
"https://longwang.ru/international/keetay-nasheemee-partnyeramee/","647","108","5,991","100,000","Very Easy","","0","https://longwang.ru/international/","0,966","117","0,913","","","","ru-RU","cfa714f1533be210a58b9bd1f1e3ab08","Indexable",""
"https://longwang.ru/posledniye-novosti-iz-kitaya/page/2/","779","172","4,529","100,000","Very Easy","","0","","","","","","","","ru-RU","fcfec3fc214af9fb6e5421b3fd6acdc5","Indexable",""
"https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/","1366","223","6,126","100,000","Very Easy","","0","https://longwang.ru/useful-articles/aviadostavka-gruzov-iz-kitaya/","0,927","134","0,938","","","","ru-RU","74177cb214ce57dba9e404d75f286f04","Indexable",""
"https://longwang.ru/useful-articles/kupit-elektroniku-nesmotrya-na-sankczii/","1750","293","5,973","100,000","Very Easy","","0","https://longwang.ru/useful-articles/popular-products-china/","0,957","130","0,924","","","","ru-RU","c173e7094293de1f3854aa34564e4eb4","Indexable",""
"https://longwang.ru/useful-articles/purchase-of-construction-equipment/","1693","317","5,341","100,000","Very Easy","","0","https://longwang.ru/useful-articles/popular-products-china/","0,948","151","0,947","","","","ru-RU","fa0aea2139a89bdc2ae8e73308969013","Indexable",""
"https://longwang.ru/useful-articles/cargo-dostavka-iz-kitaya-v-rossiyu/","1269","225","5,640","100,000","Very Easy","","0","https://longwang.ru/useful-articles/popular-products-china/","0,949","128","0,918","","","","ru-RU","5c8e631554b53dfa8d24939f0c6636ad","Indexable",""
"https://longwang.ru/useful-articles/industrial-thermo-guide/","1753","291","6,024","100,000","Very Easy","","0","https://longwang.ru/useful-articles/","0,928","126","0,926","","","","ru-RU","5de85f69f33acb2628589d049234bb37","Indexable",""
"https://longwang.ru/novosti-is-kitaya/spros-na-kitajskie-brendy-televizorov/","849","142","5,979","100,000","Very Easy","","0","https://longwang.ru/novosti-is-kitaya/","0,872","34","0,860","","","","ru-RU","42424f32aacd54067faf05bf7f00de6c","Indexable",""
"https://longwang.ru/useful-articles/find-chinese-supplier/","1942","309","6,285","100,000","Very Easy","","0","https://longwang.ru/useful-articles/torgovye-ploshadki-kitaya/","0,923","139","0,920","","","","ru-RU","3436a60a141938f9801680a14cac145c","Indexable",""
"https://longwang.ru/useful-articles/","782","176","4,443","100,000","Very Easy","","0","https://longwang.ru/useful-articles/industrial-thermo-guide/","0,928","143","0,945","","","","ru-RU","a1c2de9d52dad1ce4a4b216ab53af778","Indexable",""
"https://longwang.ru/useful-articles/laboratory-thermo-equipment/","1260","223","5,650","100,000","Very Easy","","0","https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/","0,938","125","0,922","","","","ru-RU","e7caa688b08c301f1726caa771c3d448","Indexable",""
"https://longwang.ru/international/","679","154","4,409","100,000","Very Easy","","0","https://longwang.ru/international/keetay-nasheemee-partnyeramee/","0,966","102","0,904","","","","ru-RU","5fc4ea9af4e31b5ec0276e6a690b2e89","Indexable",""
