Целевая URL,Title,H1,Indexability,Word Count,Spelling Errors,Grammar Errors,Closest Near Duplicate Score,Near Duplicates,Closest Semantic Match,Semantic Similarity Score,Semantically Similar Pages,Content Inlinks,Card Inlinks,Breadcrumb Inlinks,Header/Footer Inlinks,Unique Content Donors,Unique Card Donors
https://longwang.ru/useful-articles/chtoby-ozhidanie-sovpadalo-s-realnostyu-7-prakticheskih-rekomendaczii-dlya-vedeniya-biznesa-s-kitaem-s-nulya/,7 практических рекомендаций для ведения бизнеса с Китаем с нуля - Long Wang,7 практических рекомендаций для ведения бизнеса с Китаем с нуля,Indexable,1542,0,0,0.0,0,https://longwang.ru/useful-articles/obrazczy-dokumentov-dlya-raboty-s-postavshhikami-iz-kitaya/,0.914,129,2,0,0,0,2,0
https://longwang.ru/useful-articles/customs-clearance-china/,Как растаможить товар из Китая - Long Wang,Как растаможить товар из Китая,Indexable,1240,0,0,0.0,0,https://longwang.ru/supplies-services-china/,0.926,111,2,0,0,0,2,0
https://longwang.ru/useful-articles/delayed-cargo-from-china/,Задержка груза из Китая: как избежать рисков- Long Wang,Задержка груза из Китая,Indexable,1693,0,0,0.0,0,https://longwang.ru/useful-articles/cheeper-shipping-china/,0.916,107,2,0,0,0,2,0
https://longwang.ru/useful-articles/dokumentalnoe-oformlenie-importa-cherez-agenta/,Документы для импорта из Китая через агента: карго и официальный импорт,Документальное оформление импорта через агента: какие документы получает импортёр,Indexable,746,0,0,0.0,0,https://longwang.ru/useful-articles/agent-ved-broker-kitay/,0.941,129,2,0,0,0,2,0
https://longwang.ru/useful-articles/exhibitions-in-china/,"Выставки в Китае – бизнес, культура и возможности с Longwang",Выставки в Китае,Indexable,830,0,0,0.0,0,https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,0.885,108,2,0,0,0,2,0
https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,Indexable,1942,0,0,0.0,0,https://longwang.ru/useful-articles/torgovye-ploshadki-kitaya/,0.923,139,2,0,0,0,2,0
https://longwang.ru/useful-articles/himicheskaya-promyshlennost-v-kitae/,Химическая промышленность Китая: где искать поставщиков и на чём можно сэкономить - Long Wang,Химическая промышленность Китая: где искать поставщиков и на чём можно сэкономить,Indexable,479,0,0,0.0,0,https://longwang.ru/useful-articles/obrazczy-dokumentov-dlya-raboty-s-postavshhikami-iz-kitaya/,0.89,123,2,0,0,0,2,0
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,Indexable,737,0,0,0.0,0,https://longwang.ru/useful-articles/cheeper-shipping-china/,0.924,131,2,0,0,0,2,0
https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",Indexable,1109,0,0,0.0,0,https://longwang.ru/useful-articles/tamozhennaya-sertifikacziya/,0.931,150,2,0,0,0,2,0
https://longwang.ru/useful-articles/iz-kitaya-mozhet-prijti-povrezhdyonnyj-gruz/,Из Китая может прийти повреждённый груз - Long Wang,Из Китая может прийти повреждённый груз,Indexable,787,0,0,0.0,0,https://longwang.ru/useful-articles/pryamye-postavki-iz-kitaya/,0.931,111,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/,Как выбрать доставку из Китая: сравнение способов для вашего груза,Гид по выбору оптимального способа доставки грузов из Китая в этом году,Indexable,1366,0,0,0.0,0,https://longwang.ru/useful-articles/aviadostavka-gruzov-iz-kitaya/,0.927,134,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-chast-1/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1),Indexable,1073,0,0,0.0,0,https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-s-nulya-chast-2/,0.969,124,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-s-nulya-chast-2/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2),Indexable,1476,0,0,0.0,0,https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-chast-1/,0.969,127,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/,"Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые - Long Wang","Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые",Indexable,608,0,0,0.0,0,https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-sheremetevo/,0.936,140,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-sheremetevo/,Как получить груз в терминале Шереметьево и не попасть на платное хранение - Long Wang,Как получить груз в терминале Шереметьево и не попасть на платное хранение,Indexable,722,0,0,0.0,0,https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/,0.936,107,2,0,0,0,2,0
https://longwang.ru/useful-articles/kak-vernut-tovar-v-kitay/,Как вернуть товар в Китай - Long Wang,Как вернуть товар в Китай,Indexable,980,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.945,113,2,0,0,0,2,0
https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,Китайские интернет-магазины: главные особенности - Long Wang,Китайские интернет-магазины: главные особенности,Indexable,835,0,0,0.0,0,https://longwang.ru/useful-articles/find-chinese-supplier/,0.907,141,2,0,0,0,2,0
https://longwang.ru/useful-articles/laboratory-thermo-equipment/,"Как выбрать лабораторное термооборудование из Китая: печи, шкафы, камеры",Как выбрать лабораторное термооборудование из Китая,Indexable,1260,0,0,0.0,0,https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/,0.938,125,2,0,0,0,2,0
https://longwang.ru/useful-articles/logistika-iz-kitaya/,Логистика из Китая - Long Wang,Логистика из Китая,Indexable,424,0,0,0.0,0,https://longwang.ru/useful-articles/tamozhennaya-sertifikacziya/,0.916,119,2,0,0,0,2,0
https://longwang.ru/useful-articles/mistakes-when-working-china/,Ошибки при импорте из Китая и как их избежать – Long Wang,7 ошибок при работе с китайской компанией,Indexable,713,0,0,0.0,0,https://longwang.ru/useful-articles/find-chinese-supplier/,0.901,123,2,0,0,0,2,0
https://longwang.ru/useful-articles/negotiations-with-chinese-partners/,"Переговоры с китайскими партнёрами: психология, тактика и скрытые смыслы",Переговоры с китайскими партнёрами: как их понимать и договариваться,Indexable,1411,0,0,0.0,0,https://longwang.ru/supplies-services-china/autsorsing-ved/ved-s-kitaem/,0.92,130,2,0,0,0,2,0
https://longwang.ru/useful-articles/obrazczy-dokumentov-dlya-raboty-s-postavshhikami-iz-kitaya/,"Документы для работы с Китаем: контракт, инвойс, packing list и сертификация","Документы для работы с поставщиками из Китая: контракт, инвойс, упаковочный лист",Indexable,1116,0,0,0.0,0,https://longwang.ru/useful-articles/belaya-dostavka-iz-kitaya/,0.926,140,2,0,0,0,2,0
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,Indexable,1306,0,0,0.0,0,https://longwang.ru/novosti-is-kitaya/rost-czen-na-postavki-tovarov-iz-kitaya-v-rossiyu/,0.916,122,2,0,0,0,2,0
https://longwang.ru/useful-articles/otkaznye-pisma/,Отказные письма на китайские товары- Long Wang,Отказные письма,Indexable,822,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.941,144,2,0,0,0,2,0
https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,Indexable,1066,0,0,0.0,0,https://longwang.ru/useful-articles/purchase-of-construction-equipment/,0.916,140,2,0,0,0,2,0
https://longwang.ru/useful-articles/parallelnyj-import-segodnya/,Параллельный импорт из Китая в настоящем: описание методик и правил,Параллельный импорт из Китая 2026: как ввозить бренды и где брать оригиналы,Indexable,1061,0,0,0.0,0,https://longwang.ru/international/volna-kitayskogo-eksporta/,0.942,142,2,0,0,0,2,0
https://longwang.ru/useful-articles/payment-methods-china/,Оплаты поставщикам в Китае. Проблемы. Способы. - Long Wang,Оплаты поставщикам в Китае. Проблемы. Способы.,Indexable,1175,0,0,0.0,0,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,0.926,138,2,0,0,0,2,0
https://longwang.ru/useful-articles/poleznye-sovety-dlya-uspeshnoj-dostavki-iz-kitaya/,Полезные советы для успешной доставки из Китая - Long Wang,Полезные советы для успешной доставки из Китая,Indexable,388,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.944,121,2,0,0,0,2,0
https://longwang.ru/useful-articles/populyarnyye-tovary-iz-kitaya/,"Как выбрать товар для импорта из Китая в 2026 году — спрос, маржа и риски",Как выбрать товар для импорта из Китая: пошаговый алгоритм,Indexable,1209,0,0,0.0,0,https://longwang.ru/useful-articles/popular-products-china/,0.93,141,2,0,0,0,2,0
https://longwang.ru/useful-articles/postavki-danfoss/,Поставки оригинальной продукции Danfoss - Long Wang,Поставки оригинальной продукции Danfoss,Indexable,634,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/danfoss-product-supplies/,0.955,71,2,0,0,0,2,0
https://longwang.ru/useful-articles/proizvodstvo-svoego-tovara-v-kitae/,OEM в Китае 2026: производство своего товара под ключ,Производство своего товара в Китае2026: от идеи до серийной партии,Indexable,1271,0,0,0.0,0,https://longwang.ru/novosti-is-kitaya/spad-proizvodstva-kitaya/,0.89,129,2,0,0,0,2,0
https://longwang.ru/useful-articles/proslezhivaemost-chestnyj-znak/,Прослеживаемость и «Честный знак» для импортеров: правила сегодня,Прослеживаемость и «Честный знак»: как импортеру правильно подойти к оформлению,Indexable,1211,0,0,0.0,0,https://longwang.ru/useful-articles/incorrect-labeling/,0.897,128,2,0,0,0,2,0
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,Indexable,711,0,0,0.0,0,https://longwang.ru/useful-articles/tamozhennaya-sertifikacziya/,0.927,141,2,0,0,0,2,0
https://longwang.ru/useful-articles/pryamye-postavki-iz-kitaya/,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ - Long Wang,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ,Indexable,1143,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.936,138,2,0,0,0,2,0
https://longwang.ru/useful-articles/purchases-without-intermediaries/,Как снизить риски при закупке товаров в Китае без посредников Long Wang,Как закупать товары оптом в Китае без посредников: советы и риски,Indexable,545,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.942,125,2,0,0,0,2,0
https://longwang.ru/useful-articles/rasschitat-dostavku-iz-kitaya/,Как самостоятельно рассчитать стоимость доставки из Китая,Как самостоятельно рассчитать стоимость доставки из Китая в Россию,Indexable,804,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.906,122,2,0,0,0,2,0
https://longwang.ru/useful-articles/shipping-cost/,Доставка товаров из Китая в Россию – экономия на упаковке - Long Wang,Как снизить стоимость доставки из Китая: правильная упаковка,Indexable,750,0,0,0.0,0,https://longwang.ru/useful-articles/poleznye-sovety-dlya-uspeshnoj-dostavki-iz-kitaya/,0.938,133,2,0,0,0,2,0
https://longwang.ru/useful-articles/stoimost-dostavki-iz-kitaya/,Расчет стоимости доставки из Китая в 2026 – полная методика,"Советы по расчету стоимости доставки из Китая в 2026 году, как считать реально",Indexable,1095,0,0,0.0,0,https://longwang.ru/useful-articles/popular-products-china/,0.935,135,2,0,0,0,2,0
https://longwang.ru/useful-articles/tamozhennaya-sertifikacziya/,Таможенная сертификация товаров из Китая: полный гид по документам,Таможенная сертификация товаров из Китая: как легально ввезти и продавать в России,Indexable,1650,0,0,0.0,0,https://longwang.ru/useful-articles/otkaznye-pisma/,0.932,146,2,0,0,0,2,0
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,Indexable,731,0,0,0.0,0,https://longwang.ru/supplies-services-china/equipment-from-china/,0.915,126,2,0,0,0,2,0
